requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-000211,TND-000009,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-000212,TND-000009,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,3
REQ-000213,TND-000009,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,MEDIUM,1
REQ-000214,TND-000009,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-000215,TND-000009,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-000216,TND-000009,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-000217,TND-000009,Annual turnover shall be not less than INR 16.3 crore in the latest financial year.,Turnover,Turnover,Turnover,163400000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,3
REQ-000218,TND-000009,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,2
REQ-000219,TND-000009,The bidder shall demonstrate latest-year turnover of at least INR 15.6 crore.,Turnover,Turnover,Turnover,155500000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-000220,TND-000009,The bidder shall demonstrate latest-year turnover of at least INR 13.3 crore.,Turnover,Turnover,Turnover,132700000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,LOW,MEDIUM,3
REQ-000221,TND-000009,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,FIELD_MATCH,LOW,MEDIUM,4
REQ-000222,TND-000009,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-000223,TND-000009,The bidder shall demonstrate latest-year turnover of at least INR 9.5 crore.,Turnover,Turnover,Turnover,95300000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,3
REQ-000224,TND-000009,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,MEDIUM,3
REQ-000225,TND-000009,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,1
REQ-000226,TND-000010,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,FIELD_MATCH,CRITICAL,HARD,3
REQ-000227,TND-000010,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,HARD,2
REQ-000228,TND-000010,The bidder shall demonstrate a minimum of 3 years of relevant experience.,Experience,Experience,Experience,3.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,HARD,3
REQ-000229,TND-000010,Average annual turnover over the specified three-year period shall not be below INR 16.9 crore.,Financial,Financial,Financial,168800000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,HARD,1
REQ-000230,TND-000010,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,HARD,4
REQ-000231,TND-000010,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,4
REQ-000232,TND-000010,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,4
REQ-000233,TND-000010,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,2
REQ-000234,TND-000010,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,2
REQ-000235,TND-000010,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,2
REQ-000236,TND-000010,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,3
REQ-000237,TND-000010,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,HARD,4
REQ-000238,TND-000010,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,HARD,1
REQ-000239,TND-000010,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,HARD,2
REQ-000240,TND-000010,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,HARD,4
REQ-000241,TND-000010,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,HARD,2
REQ-000242,TND-000010,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,2
REQ-000243,TND-000010,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,1
REQ-000244,TND-000010,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,HIGH,HARD,4
REQ-000245,TND-000010,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,3
REQ-000246,TND-000010,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,False,Supporting Document,False,FIELD_MATCH,HIGH,HARD,1
REQ-000247,TND-000010,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,HARD,1
REQ-000248,TND-000010,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,HIGH,HARD,1
REQ-000249,TND-000010,The bidder shall demonstrate latest-year turnover of at least INR 14.8 crore.,Turnover,Turnover,Turnover,148500000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,LOW,HARD,4
REQ-000250,TND-000010,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,6.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,LOW,HARD,4
REQ-000251,TND-000010,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,HARD,4
REQ-000252,TND-000010,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,HIGH,HARD,4
REQ-000253,TND-000011,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,MEDIUM,4
REQ-000254,TND-000011,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,3
REQ-000255,TND-000011,Eligible bidders should possess not less than 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-000256,TND-000011,Bidder must have a minimum average annual turnover of INR 18.6 crore during the last three financial years.,Financial,Financial,Financial,185700000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-000257,TND-000011,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,LOW,MEDIUM,4
REQ-000258,TND-000011,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,1
REQ-000259,TND-000011,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,2
REQ-000260,TND-000011,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,1
REQ-000261,TND-000011,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,2
REQ-000262,TND-000011,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,3
REQ-000263,TND-000011,Annual turnover shall be not less than INR 6.7 crore in the latest financial year.,Turnover,Turnover,Turnover,67100000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,HIGH,MEDIUM,1
REQ-000264,TND-000011,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,4
REQ-000265,TND-000011,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-000266,TND-000011,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-000267,TND-000011,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-000268,TND-000011,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,2
REQ-000269,TND-000011,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-000270,TND-000011,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,2
REQ-000271,TND-000011,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,FIELD_MATCH,LOW,MEDIUM,3
REQ-000272,TND-000011,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,3.0,,units,False,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,1
REQ-000273,TND-000011,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,LOW,MEDIUM,4
REQ-000274,TND-000011,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-000275,TND-000011,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,LOW,MEDIUM,2
REQ-000276,TND-000011,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,2
REQ-000277,TND-000011,Annual turnover shall be not less than INR 16.6 crore in the latest financial year.,Turnover,Turnover,Turnover,166500000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,HIGH,MEDIUM,4
REQ-000278,TND-000011,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,1
REQ-000279,TND-000011,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,2
REQ-000280,TND-000011,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-000281,TND-000012,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,FIELD_MATCH,CRITICAL,MEDIUM,2
REQ-000282,TND-000012,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-000283,TND-000012,Eligible bidders should possess not less than 6 years of relevant experience.,Experience,Experience,Experience,6.0,,years,True,Experience Certificate,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,1
REQ-000284,TND-000012,Average annual turnover over the specified three-year period shall not be below INR 15.2 crore.,Financial,Financial,Financial,151900000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,4
REQ-000285,TND-000012,OEM authorization covering the offered product shall be valid on the bid date.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,CROSS_DOCUMENT,CRITICAL,MEDIUM,2
REQ-000286,TND-000012,Annual turnover shall be not less than INR 14.3 crore in the latest financial year.,Turnover,Turnover,Turnover,143500000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-000287,TND-000012,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-000288,TND-000012,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,4
REQ-000289,TND-000012,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-000290,TND-000012,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-000291,TND-000012,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-000292,TND-000012,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-000293,TND-000012,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,3
